Time Block,Average Packets,Average Packets per Device,Average Connections,Average Connections per Device,Average Throughput per Device,Max Throughput per Device,Active Devices (IP),Connected Devices (MAC),Average Packet Size,Active Connections,Ratio TIME_WAIT/ESTABLISHED,Max TCP Connections,Max UDP Connections,Time Since Last TCP Connection,Time Since Last UDP Connection,Average TCP Session Duration,Average UDP Session Duration,Time Since Last Packet,Device Screen State
3,8.433333333333334,8.433333333333334,0.0666666666666666,0.0666666666666666,871.2666666666667,871.2666666666667,1,1,3.443741765480896,2,0.0,0,0,540.0,540.0,21825.0,0.0,240.0,0
3,8.433333333333334,8.433333333333334,0.0666666666666666,0.0666666666666666,871.2666666666667,871.2666666666667,1,1,3.443741765480896,2,0.0,0,0,555.0,555.0,21855.0,0.0,255.0,0
3,8.433333333333334,8.433333333333334,0.0666666666666666,0.0666666666666666,871.2666666666667,871.2666666666667,1,1,3.443741765480896,2,0.0,0,0,570.0,570.0,21885.0,0.0,270.0,0
3,8.433333333333334,8.433333333333334,0.0666666666666666,0.0666666666666666,871.2666666666667,871.2666666666667,1,1,3.443741765480896,2,0.0,0,0,585.0,585.0,21915.0,0.0,285.0,0
3,8.433333333333334,8.433333333333334,0.0666666666666666,0.0666666666666666,871.2666666666667,871.2666666666667,1,1,3.443741765480896,2,0.0,0,0,600.0,600.0,21945.0,0.0,300.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,615.0,615.0,21975.0,0.0,15.0,0
3,9.066666666666666,9.066666666666666,0.1,0.1,1088.2666666666669,1088.2666666666669,1,1,4.000980392156863,3,0.0,1,0,0.0,630.0,14680.0,0.0,15.0,0
3,9.066666666666666,9.066666666666666,0.1,0.1,1088.2666666666669,1088.2666666666669,1,1,4.000980392156863,3,0.0,0,0,15.0,645.0,14710.0,0.0,30.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.5,0,0,30.0,660.0,30.0,0.0,15.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.5,0,0,45.0,675.0,22095.0,0.0,30.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.5,0,0,60.0,690.0,22125.0,0.0,45.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.5,0,0,75.0,705.0,22155.0,0.0,60.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,90.0,720.0,22185.0,0.0,75.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,105.0,735.0,22215.0,0.0,90.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,120.0,750.0,22245.0,0.0,105.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,135.0,765.0,22275.0,0.0,120.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,150.0,780.0,22305.0,0.0,135.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,165.0,795.0,22335.0,0.0,150.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,180.0,810.0,22365.0,0.0,165.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,195.0,825.0,22395.0,0.0,180.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,210.0,840.0,22425.0,0.0,195.0,0
3,8.533333333333333,8.533333333333333,0.0666666666666666,0.0666666666666666,877.2666666666667,877.2666666666667,1,1,3.4268229166666666,2,0.0,0,0,225.0,855.0,22455.0,0.0,210.0,0
3,8.633333333333333,8.633333333333333,0.0666666666666666,0.0666666666666666,884.2666666666667,884.2666666666667,1,1,3.414157014157014,2,0.0,0,0,240.0,870.0,22485.0,0.0,15.0,0
