TimeBlock,AveragePackets,AveragePacketsperDevice,AverageConnections,AverageConnectionsperDevice,AverageThroughputperDevice,MaxThroughputperDevice,ActiveDevicesIP,ConnectedDevicesMAC,AveragePacketSize,ActiveConnections,RatioTIME_WAIT/ESTABLISHED,MaxTCPConnections,MaxUDPConnections,TimeSinceLastTCPConnection,TimeSinceLastUDPConnection,AverageTCPSessionDuration,AverageUDPSessionDuration,TimeSinceLastPacket,DeviceScreenState
1,98.66666667,19.73333333,0.666666667,0.133333333,7150.6,35753,5,2,12.07871622,33,0.181818182,0,0,45,45,56605.3125,510,15,1
1,96.93333333,19.38666667,0.533333333,0.106666667,6984.753333,34923.76667,5,2,12.00954837,29,0.172413793,0,0,60,60,108.75,540,15,1
1,99.53333333,19.90666667,0.533333333,0.106666667,7131.633333,35658.16667,5,2,11.94178388,29,0.172413793,0,0,75,75,64720.71429,570,15,1
1,100.5666667,20.11333333,0.533333333,0.106666667,7169.26,35846.3,5,2,11.88143852,29,0.172413793,0,0,90,90,64750.71429,600,15,1
1,108.0666667,21.61333333,0.633333333,0.126666667,7702.666667,38513.33333,5,2,11.87949825,32,0.15625,3,0,0,105,58514.51613,630,15,1
1,109.4,21.88,0.566666667,0.113333333,7706.266667,38531.33333,5,2,11.74019907,30,0.166666667,0,0,15,120,157.5,660,15,1
1,113.4333333,22.68666667,0.533333333,0.106666667,7943.24,39716.2,5,2,11.67093741,29,0.206896552,0,0,30,135,30,690,15,1
1,116.6333333,23.32666667,0.533333333,0.106666667,8123.76,40618.8,5,2,11.6086882,29,0.24137931,1,0,0,150,345,720,15,1
1,123.2,24.64,0.533333333,0.106666667,8552.06,42760.3,5,2,11.56934524,29,0.275862069,0,0,15,165,64855.71429,750,15,1
1,128.3666667,25.67333333,0.533333333,0.106666667,8867.133333,44335.66667,5,2,11.51276725,29,0.275862069,0,0,30,180,64885.71429,780,15,1
1,130.4666667,26.09333333,0.533333333,0.106666667,8994.846667,44974.23333,5,2,11.49060637,29,0.206896552,0,0,45,195,64915.71429,810,15,1
1,133.2666667,26.65333333,0.533333333,0.106666667,9159.906667,45799.53333,5,2,11.45561114,29,0.172413793,0,0,60,210,64945.71429,840,15,1
1,132.7,26.54,0.466666667,0.093333333,9029.733333,45148.66667,5,2,11.34103659,27,0.148148148,0,0,75,225,120,870,15,1
1,135.4666667,27.09333333,0.466666667,0.093333333,9198.993333,45994.96667,5,2,11.31765912,27,0.148148148,0,0,90,240,69983.07692,900,15,1
1,140.3333333,28.06666667,0.6,0.12,9578.766667,47893.83333,5,2,11.37620744,31,0.129032258,4,1,0,0,390,480,15,1
1,142.8,28.56,0.533333333,0.106666667,9682.42,48412.1,5,2,11.30067694,29,0.137931034,0,0,15,15,15,15,15,1
1,148.1333333,29.62666667,0.533333333,0.106666667,10001.38667,50006.93333,5,2,11.25268527,29,0.137931034,0,0,30,30,65046.42857,990,15,1
1,151.8666667,30.37333333,0.533333333,0.106666667,10227.68667,51138.43333,5,2,11.22441469,29,0.137931034,1,0,0,45,45,1020,15,1
1,154.3333333,30.86666667,0.533333333,0.106666667,10372.60667,51863.03333,5,2,11.20151908,29,0.103448276,0,0,15,60,65103.21429,1050,15,1
1,165.9333333,33.18666667,0.533333333,0.106666667,12067.1,60335.5,5,2,12.12042989,29,0.137931034,0,0,30,75,65133.21429,1080,15,1
1,167.6333333,33.52666667,0.533333333,0.106666667,12137.29333,60686.46667,5,2,12.06730298,29,0.103448276,0,0,45,90,65163.21429,1110,15,1
1,169.8,33.96,0.566666667,0.113333333,12268.74,61343.7,5,2,12.04234393,30,0.1,1,0,0,105,62946.2069,1140,15,1
1,234.8,46.96,0.766666667,0.153333333,25957.32667,129786.6333,5,2,18.4251325,36,0.166666667,4,5,0,0,105,220,15,1
1,291.4666667,58.29333333,1.366666667,0.273333333,33527.68,167638.4,5,2,19.17182068,54,0.537037037,10,9,0,0,15,118,15,1
1,312.4333333,62.48666667,1.633333333,0.326666667,35043.72,175218.6,5,2,18.69397205,62,0.532258065,9,8,0,0,15,15,15,1
1,323.8666667,64.77333333,1.6,0.32,35342.6,176713,5,2,18.1878345,61,0.557377049,3,4,0,0,37.5,17.5,15,1
1,450.7666667,90.15333333,1.6,0.32,63588.08667,317940.4333,5,2,23.51108728,61,0.393442623,3,3,0,0,25115,25,15,1
1,363.8,72.76,1.3,0.26,58653.32,293266.6,5,2,26.87067986,52,0.25,0,0,15,15,390,48.75,15,1
1,819.6,163.92,1.3,0.26,168911.9,844559.5,5,2,34.34844233,52,0.211538462,0,2,30,0,43553.57143,67.5,15,1
1,1377.166667,275.4333333,1.2,0.24,302940.1867,1514700.933,5,2,36.66225181,49,0.183673469,0,2,45,0,90,45,15,1
1,1775,355,1.1,0.22,399222,1996110,5,2,37.4856338,46,0.086956522,1,1,0,0,105,105,15,1
1,1861.233333,372.2466667,0.966666667,0.193333333,422600.9733,2113004.867,5,2,37.84237811,42,0.214285714,0,3,15,0,167.1428571,322.5,15,1
1,1967.066667,393.4133333,1.5,0.3,446754.0733,2233770.367,5,2,37.85281581,57,0.275862069,22,7,0,0,169.5,110,15,1
1,1963.4,392.68,1.566666667,0.313333333,451979.5667,2259897.833,5,2,38.36708148,59,0.266666667,4,2,0,0,39742.82609,195,15,1
1,2108.6,421.72,2.1,0.42,481211.2,2406056,5,2,38.03560024,75,0.210526316,15,5,0,0,30,97.5,15,1
1,1476.966667,295.3933333,2.1,0.42,330624.4733,1653122.367,5,2,37.30895228,76,0.171052632,11,0,0,15,22.5,160,15,1
1,837.1,167.42,1.5,0.3,186348.42,931742.1,5,2,37.10198304,58,0.155172414,0,0,15,30,33,185,15,1
1,1034.666667,206.9333333,1.766666667,0.353333333,224466.46,1122332.3,5,2,36.15761276,66,0.121212121,6,4,0,0,30,75,15,1
1,1248.866667,249.7733333,1.666666667,0.333333333,261293.6,1306468,5,2,34.87076282,63,0.111111111,4,1,0,0,37.5,82.5,15,1
1,787.8666667,157.5733333,1.566666667,0.313333333,141565.64,707828.2,5,2,29.94703842,60,0.25,7,3,0,0,58.5,55,15,1
1,711.7666667,118.6277778,1.433333333,0.238888889,109038.1611,654228.9667,6,2,30.63873773,61,0.35483871,3,3,0,0,99,75,15,1
1,629.5666667,104.9277778,1.233333333,0.205555556,97748.84444,586493.0667,6,2,31.05273821,55,0.428571429,0,0,15,15,100,90,15,1
1,515.4,85.9,1.3,0.216666667,74677.25,448063.5,6,2,28.97836632,56,0.368421053,5,6,0,0,87.85714286,13360,15,1
1,453.5333333,75.58888889,1.233333333,0.205555556,55151.12778,330906.7667,6,2,24.3206502,54,0.345454545,4,2,0,0,111,55,15,1
1,424.7,70.78333333,1.6,0.266666667,75499.1,452994.6,6,2,35.55408524,63,0.126984127,14,3,0,0,105,70,15,1
1,610.8666667,101.8111111,1.666666667,0.277777778,131467.3722,788804.2333,6,2,43.04290262,65,0.092307692,3,2,0,0,15,75,15,1
1,644.0666667,107.3444444,1.7,0.283333333,142282.0389,853692.2333,6,2,44.18239485,67,0.119402985,6,5,0,0,156.4285714,101.25,15,1
1,599.7666667,99.96111111,1.433333333,0.238888889,130817.1778,784903.0667,6,2,43.62269031,59,0.152542373,1,0,0,15,55.71428571,45,15,1
1,514.3333333,85.72222222,2.066666667,0.344444444,114830.1278,688980.7667,6,2,44.65202636,77,0.116883117,9,12,0,0,112.5,90,15,1
1,797.9666667,132.9944444,1.866666667,0.311111111,167082.2944,1002493.767,6,2,41.87701101,71,0.14084507,6,4,0,0,54.54545455,39,15,1
1,809.0333333,134.8388889,1.7,0.283333333,169223.1333,1015338.8,6,2,41.83341436,66,0.121212121,5,1,0,0,55.71428571,9472.5,15,1
1,1076,179.3333333,2.033333333,0.338888889,212643.5444,1275861.267,6,2,39.52482239,76,0.052631579,14,3,0,0,25,86.25,15,1
1,869.2666667,144.8777778,1.466666667,0.244444444,146944.9333,881669.6,6,2,33.8089424,59,0.050847458,0,0,15,15,49.61538462,9450,15,1
1,896.1666667,149.3611111,1.633333333,0.272222222,150606.1222,903636.7333,6,2,33.61118592,64,0.078125,4,3,0,0,45,4878.75,15,1
1,1437.033333,239.5055556,2.266666667,0.377777778,254066.4556,1524398.733,6,2,35.35985557,83,0.060240964,22,3,0,0,30,93.75,15,1
1,1034.8,172.4666667,2.066666667,0.344444444,168132.9667,1008797.8,6,2,32.49574153,77,0.077922078,1,5,0,0,19.09090909,90,15,1
1,1206.2,201.0333333,2.2,0.366666667,200901.3556,1205408.133,6,2,33.3114501,81,0.061728395,13,2,0,0,60,9510,15,1
1,1296.033333,216.0055556,1.933333333,0.322222222,219731.1,1318386.6,6,2,33.90824824,73,0.054794521,3,2,0,0,19.09090909,105,15,1
1,1285.8,214.3,1.766666667,0.294444444,213872.2889,1283233.733,6,2,33.26680493,68,0.073529412,2,1,0,0,58.125,4400,15,1
1,1503.933333,250.6555556,1.633333333,0.272222222,257741.9056,1546451.433,6,2,34.27570888,64,0.078125,2,3,0,0,35,6385,15,1
1,1609.7,268.2833333,1.733333333,0.288888889,271191.5222,1627149.133,6,2,33.69466636,67,0.104477612,4,7,0,0,82.5,3617.727273,15,1
1,1798.3,299.7166667,1.733333333,0.288888889,303724.2389,1822345.433,6,2,33.77904008,67,0.089552239,2,2,0,0,112.5,18922.5,15,1
1,1889.566667,314.9277778,1.7,0.283333333,323020.65,1938123.9,6,2,34.18991832,65,0.046153846,2,2,0,0,135,82.5,15,1
1,1939.533333,323.2555556,2.2,0.366666667,350705.7389,2104234.433,6,2,36.16393004,80,0.0375,13,4,0,0,31972.24138,202.5,15,1
1,2252.466667,375.4111111,1.966666667,0.327777778,410545.7167,2463274.3,6,2,36.45298932,73,0.068493151,8,1,0,0,33.75,78.75,15,1
1,2425,404.1666667,2.1,0.35,433179.1056,2599074.633,6,2,35.7261118,77,0.077922078,8,5,0,0,51.42857143,19050,15,1
1,2625.133333,437.5222222,1.966666667,0.327777778,471988.9778,2831933.867,6,2,35.95923847,73,0.082191781,3,3,0,0,35,45,15,1
1,2631.8,438.6333333,1.7,0.283333333,474907.5778,2849445.467,6,2,36.08994436,65,0.123076923,0,0,15,15,50,105,15,1
1,2666.4,444.4,1.9,0.316666667,490283.3167,2941699.9,6,2,36.77492624,71,0.112676056,8,4,0,0,86.25,18990,15,1
1,2665.5,444.25,1.833333333,0.305555556,482655.5667,2895933.4,6,2,36.21501157,68,0.072463768,6,1,0,0,15,210,15,1
1,958.6333333,159.7722222,1.8,0.3,145786.8556,874721.1333,6,2,30.41556151,67,0.058823529,3,1,0,0,15,172.5,15,1
1,1113.4,185.5666667,1.866666667,0.311111111,182919.3333,1097516,6,2,32.85779295,70,0.085714286,10,1,0,0,117,9570,15,1
1,1233.566667,205.5944444,1.6,0.266666667,211692.3389,1270154.033,6,2,34.32199404,62,0.14516129,4,2,0,0,160.9090909,195,15,1
1,1298.933333,216.4888889,1.466666667,0.244444444,223149.3833,1338896.3,6,2,34.35886625,58,0.155172414,1,0,0,15,153.75,37935,15,1
1,1741.266667,290.2111111,1.533333333,0.255555556,302982.0611,1817892.367,6,2,34.80019079,60,0.15,4,3,0,0,93,362.3076923,15,1
1,1956.233333,326.0388889,1.333333333,0.222222222,339926.2833,2039557.7,6,2,34.75314294,54,0.166666667,2,1,0,0,48.75,435,15,1
1,2310.8,385.1333333,1.6,0.266666667,405302.8056,2431816.833,6,2,35.07900342,73,0.121621622,13,5,0,0,90,265,15,1
1,2453.7,408.95,1.4,0.233333333,436302.1167,2617812.7,6,2,35.56279225,61,0.131147541,2,2,0,0,15,56.66666667,15,1
1,2523.433333,420.5722222,1.466666667,0.244444444,449807.4611,2698844.767,6,2,35.65043349,62,0.096774194,2,1,0,0,570,450,15,1
1,2546.933333,424.4888889,1.7,0.283333333,452592.2722,2715553.633,6,2,35.54017424,69,0.014492754,3,4,0,0,34555.55556,264,15,1
1,2756.733333,459.4555556,1.4,0.233333333,494716.3444,2968298.067,6,2,35.89149073,60,0.1,4,3,0,0,42.27272727,42,15,1
1,2903.966667,483.9944444,1.2,0.2,524432.3222,3146593.933,6,2,36.11834311,54,0.12962963,0,0,15,15,108,105,15,1
1,2750.2,458.3666667,1.233333333,0.205555556,505739.6444,3034437.867,6,2,36.77839026,55,0.090909091,3,1,0,0,41511.33333,135,15,1
1,2762.4,460.4,1.3,0.216666667,507320.9222,3043925.533,6,2,36.73044615,55,0.145454545,1,4,0,0,108,90,15,1
1,2449,408.1666667,1.1,0.183333333,456987.6778,2741926.067,6,2,37.32034935,48,0.375,3,8,0,0,359,35,15,1
1,2455.133333,409.1888889,1.5,0.25,456601.2111,2739607.267,6,2,37.19563454,60,0.383333333,12,9,0,0,45353.41463,31.66666667,15,1
1,206.4333333,34.40555556,1.166666667,0.194444444,18068.97778,108413.8667,6,2,17.50587222,50,0.46,1,0,0,15,210,48,15,1
1,204.2333333,34.03888889,1.033333333,0.172222222,17897.82778,107386.9667,6,2,17.52684294,46,0.5,0,0,15,30,30,75,15,1
1,105.5,17.58333333,0.766666667,0.127777778,4362.166667,26173,6,2,8.269510269,38,0.263157895,0,0,30,45,60,147.5,15,1
1,104.9333333,17.48888889,0.766666667,0.127777778,4320.061111,25920.36667,6,2,8.233915714,38,0.105263158,3,0,0,60,352.5,60,15,1
1,105.6333333,17.60555556,0.766666667,0.127777778,4341.927778,26051.56667,6,2,8.220753129,38,0.131578947,0,0,15,75,50348.91892,1800,15,1
1,106.4333333,17.73888889,0.766666667,0.127777778,4372.205556,26233.23333,6,2,8.215857605,38,0.052631579,0,0,30,90,50378.91892,1830,15,1
1,106,17.66666667,0.733333333,0.122222222,4341.022222,26046.13333,6,2,8.190607966,37,0.027027027,0,0,45,105,105,1860,15,1
1,104.4666667,20.89333333,0.566666667,0.113333333,5052.526667,25262.63333,6,2,8.060827484,30,0.133333333,0,0,60,120,154.2857143,1890,15,1
1,105.1,21.02,0.566666667,0.113333333,5078.266667,25391.33333,6,2,8.053071149,30,0.133333333,0,0,75,135,64292.06897,1920,15,1
1,104.1333333,20.82666667,0.533333333,0.106666667,5007.42,25037.1,5,2,8.01443662,29,0.172413793,0,0,90,150,150,1950,15,1
1,102.4,20.48,0.5,0.1,4837.073333,24185.36667,5,2,7.872840712,28,0.178571429,0,0,105,165,165,1980,15,1
1,101.6,20.32,0.433333333,0.086666667,4747.246667,23736.23333,5,2,7.787478128,26,0.115384615,0,0,120,180,120,2010,15,1
1,102.3666667,20.47333333,0.433333333,0.086666667,4778.613333,23893.06667,5,2,7.780223597,26,0.038461538,0,0,135,195,74660.4,2040,15,1
1,102.9333333,20.58666667,0.433333333,0.086666667,4802.893333,24014.46667,5,2,7.776705527,26,0.038461538,0,0,150,210,74690.4,2070,15,1
1,103.2333333,20.64666667,0.433333333,0.086666667,4812.66,24063.3,5,2,7.769874072,26,0,0,0,165,225,74720.4,2100,15,1
1,118.1,23.62,0.933333333,0.186666667,6086.026667,30430.13333,5,2,8.588804215,41,0,2,13,0,0,69215.55556,180,15,1
1,106,21.2,0.5,0.1,4966.573333,24832.86667,5,2,7.809077568,28,0,0,0,15,15,69245.55556,15,15,1
1,106.8333333,21.36666667,0.5,0.1,5004.513333,25022.56667,5,2,7.807353094,28,0,0,0,30,30,69275.55556,2190,15,1
1,111.4,22.28,0.6,0.12,5306.006667,26530.03333,5,2,7.938370237,31,0,2,1,0,0,64527.93103,1125,15,1
1,110.2,22.04,0.533333333,0.106666667,5167.406667,25837.03333,5,2,7.815194596,29,0,0,0,15,15,285,15,15,1
1,111.2333333,22.24666667,0.533333333,0.106666667,5207.633333,26038.16667,5,2,7.802866846,29,0.034482759,1,0,0,30,30,2280,15,1
1,111.6333333,22.32666667,0.533333333,0.106666667,5224.113333,26120.56667,5,2,7.799512292,29,0.068965517,0,0,15,45,66900,2310,15,1
1,111.5,22.3,0.5,0.1,5196.006667,25980.03333,5,2,7.766826109,28,0.142857143,0,0,30,60,30,2340,15,1
1,111.2333333,22.24666667,0.433333333,0.086666667,5148.38,25741.9,5,2,7.714084507,26,0.269230769,0,0,45,75,120,2370,15,1
1,113.7,22.74,0.466666667,0.093333333,5307.146667,26535.73333,5,2,7.779458614,27,0.222222222,1,0,0,90,72115.38462,2400,15,1
1,114.1,22.82,0.466666667,0.093333333,5323.64,26618.2,5,2,7.776278119,27,0.185185185,0,0,15,105,72145.38462,2430,15,1
1,114.2,22.84,0.433333333,0.086666667,5294.553333,26472.76667,5,2,7.727018875,26,0.153846154,0,0,30,120,120,2460,15,1
1,114.8333333,22.96666667,0.433333333,0.086666667,5319.846667,26599.23333,5,2,7.721112724,26,0.076923077,0,0,45,135,75081.6,2490,15,1
1,115.8666667,23.17333333,0.433333333,0.086666667,5361.633333,26808.16667,5,2,7.712360951,26,0.076923077,0,0,60,150,75111.6,2520,15,1
1,116.3333333,23.26666667,0.433333333,0.086666667,5379.16,26895.8,5,2,7.706532951,26,0.115384615,0,0,75,165,75141.6,2550,15,1
1,118.1,23.62,0.466666667,0.093333333,5475.713333,27378.56667,5,2,7.727509643,27,0.074074074,1,0,0,180,72281.53846,2580,15,1
1,118.4,23.68,0.466666667,0.093333333,5485.48,27427.4,5,2,7.721677928,27,0.037037037,0,0,15,195,72311.53846,2610,15,1
1,116.4333333,23.28666667,0.4,0.08,5321.64,26608.2,5,2,7.617578013,25,0.04,0,0,30,210,75,2640,15,1
1,140.7333333,28.14666667,1,0.2,7206.953333,36034.76667,5,2,8.53499921,43,0.348837209,12,6,0,0,52266.66667,407.1428571,15,1
1,171.3666667,34.27333333,1.266666667,0.253333333,14168.37333,70841.86667,5,2,13.77978344,51,1.352941176,17,3,0,0,15,15,15,1
1,171.0333333,34.20666667,1,0.2,12071.22,60356.1,5,2,11.76302865,43,2.139534884,3,6,0,0,15,15,15,1
1,226.4666667,45.29333333,1.466666667,0.293333333,21901.78,109508.9,5,2,16.11847218,57,1.701754386,10,11,0,0,15,21,15,1
1,234.4666667,46.89333333,1.3,0.26,22785.09333,113925.4667,5,2,16.19639845,52,1.134615385,2,14,0,0,27.5,15,15,1
1,250.7666667,50.15333333,1.466666667,0.293333333,24757.25333,123786.2667,5,2,16.45437547,57,0.98245614,6,11,0,0,15,21.81818182,15,1
1,258.2666667,51.65333333,1.666666667,0.333333333,25130.05333,125650.2667,5,2,16.2171227,63,0.634920635,10,6,0,0,15,22.5,15,1
1,177.5666667,35.51333333,1.4,0.28,10142.92,50714.6,5,2,9.520292848,55,0.527272727,4,2,0,0,82.5,1066.5,15,1
1,168.0333333,33.60666667,1.066666667,0.213333333,9535.393333,47676.96667,5,2,9.457839053,45,0.355555556,0,0,15,15,33,45,15,1
1,167.6666667,33.53333333,1.2,0.24,9200.066667,46000.33333,5,2,9.145195494,49,0.204081633,3,5,0,0,30,60,15,1
1,165.4666667,33.09333333,1.033333333,0.206666667,8944.653333,44723.26667,5,2,9.009521891,44,0.204545455,0,0,15,15,105,22.5,15,1
1,55.33333333,11.06666667,1.033333333,0.206666667,4208.733333,21043.66667,5,2,12.67690763,44,0.159090909,2,3,0,0,50,772.5,15,1
1,41.23333333,8.246666667,1.066666667,0.213333333,2231.046667,11155.23333,5,2,9.017973592,45,0.222222222,3,4,0,0,78.75,60,15,1
1,39.3,7.86,0.866666667,0.173333333,2008.84,10044.2,5,2,8.519253605,39,0.282051282,0,0,15,15,112.5,33.75,15,1
1,38.3,7.66,0.766666667,0.153333333,1905.446667,9527.233333,5,2,8.291760952,36,0.388888889,3,1,0,0,195,105,15,1
1,39.53333333,7.906666667,0.8,0.16,1934.553333,9672.766667,5,2,8.15578977,37,0.216216216,0,1,15,0,57343.63636,262.5,15,1
1,40.46666667,8.093333333,0.766666667,0.153333333,1905.966667,9529.833333,5,2,7.849945085,36,0.083333333,1,0,0,15,30,135,15,1
1,41.7,8.34,0.766666667,0.153333333,1932.473333,9662.366667,5,2,7.723714362,36,0,0,1,15,0,57401.81818,150,15,1
1,42.2,8.44,0.766666667,0.153333333,1894.113333,9470.566667,5,2,7.480700369,36,0,0,1,30,0,105,352.5,15,1
1,43.03333333,8.606666667,0.733333333,0.146666667,1941.033333,9705.166667,5,2,7.517557449,35,0,1,1,0,0,57454.54545,170,15,1
1,43.03333333,8.606666667,0.766666667,0.153333333,1875.786667,9378.933333,5,2,7.264859282,36,0,0,2,15,0,57484.54545,15,15,1
1,46.93333333,9.386666667,0.833333333,0.166666667,2073.06,10365.3,5,2,7.36171875,38,0,1,2,0,0,55823.82353,210,15,1
1,47.23333333,9.446666667,0.8,0.16,2050.58,10252.9,5,2,7.235638673,37,0,0,0,15,15,55853.82353,15,15,1
1,47.6,9.52,0.733333333,0.146666667,2024.286667,10121.43333,5,2,7.087838469,35,0.028571429,0,1,30,0,82.5,240,15,1
1,52.53333333,10.50666667,0.9,0.18,2371.246667,11856.23333,5,2,7.522990694,40,0.025,2,3,0,0,55902.35294,305,15,1
1,51.5,10.3,0.766666667,0.153333333,2200.126667,11000.63333,5,2,7.120151025,36,0.027777778,0,0,15,15,55932.35294,153.75,15,1
1,60.46666667,12.09333333,1.1,0.22,3226.58,16132.9,5,2,8.893550165,46,0.195652174,9,6,0,0,105,255,15,1
1,72.93333333,14.58666667,1.366666667,0.273333333,4391.006667,21955.03333,5,2,10.03429311,54,0.166666667,5,7,0,0,44257.67442,93.75,15,1
1,136.4666667,27.29333333,2,0.4,16103,80515,5,2,19.66658525,73,0.150684932,15,11,0,0,20,15,15,1
1,180.8,36.16,1.933333333,0.386666667,26396.08667,131980.4333,5,2,24.33267576,71,0.169014085,4,4,0,0,45,50,15,1
1,1028.233333,205.6466667,2.033333333,0.406666667,221509.08,1107545.4,5,2,35.90447693,74,0.148648649,8,13,0,0,27.69230769,24,15,1
